"","OBJECTID","FS_UNIT_NA","FS_UNIT_ID","PHYSIOGNOM","USGS_ANDER","USGS_AND_1","LOCAL_ANDE","SAF_COVER_","SRM_COVER_","NVCS_CLASS","NVCS_SUBCL","NVCS_FORMA","NVCS_DIVIS","NVCS_MACRO","NVCS_GROUP","NVCS_ALLIA","NVCS_ASSOC","CULTURAL_C","CULTURAL_S","CULTURAL_F","CULTURAL_1","CULTURAL_G","CULTURAL_2","CULTURAL_T","CULTURAL_3","NVCS_LEGAC","AGGREGATIO","REGIONAL_D","REG_DOMINA","TOTAL_VEGE","TREE_CFA_C","TREE_CFA_V","SHRUB_CFA_","SHRUB_CFA1","CONIFER_CF","HARDWOOD_C","HERBACEOUS","OS_TREE_DI","OS_TREE__1","OS_TREE__2","REGIONAL_1","HARDWOOD_1","TREE_CFA_1","OS_TREE__3","OS_TREE__4","OS_TREE__5","REGIONAL_2","HERBACEO_1","SHRUB_CF_1","LOCAL_CLAS","LOCAL_CL_1","LOCAL_CL_2","LOCAL_CL_3","LOCAL_CL_4","LOCAL_CL_5","LOCAL_OS_T","LOCAL_OS_1","LOCAL_OS_2","MAP_UPDATE","UPDATE_COM","SOURCE_DAT","SOURCE_D_1","SOURCE_D_2","REV_DATE","DATA_SOURC","ACCURACY","ECOREGION_","ECOREGION1","ECOREGIO_1","ECOREGIO_2","ECOREGIO_3","CALVEGZONE","TILE","COVERTYPE","R05_DATA_S","CAUSE_DATE","PROD","CANOPYSTRU","REFORESTAT","ORIGIN_YEA","CWHR_LIFEF","CWHR_TYPE","CWHR_SIZE","CWHR_DENSI","SOURCE_D_3","CON_CFA","HDW_CFA","SHB_CFA","TOTAL_TREE","OS_TREE__6","OS_TREE__7","ORIG_FID","combined_c","tree_shrub","prefire","postfire","centroid_l","Shape_Leng","Shape_Area","random_sor","aspect_30m","cwd","dem_30m","insolation_30m","rain_30m","rdnbr_2007","slope_30m","tmax_30m","tmean_30m","tmin_30m","TPI_five_30m","TPI_queen_30m","TWI_30m","vpd_aug","vpd_jan","years_since_burn_30m"
"399","400",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"80",0,"01",NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","CON","NAIP","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2010/07/01","00",NA,"65","00","N",NA,"1992","80_01_","01_80","25_75","0","34.7083304388723, -119.659847346358",620.001129508,11100.0005544,0.965303,282.094459533691,755.639684041341,1639.49080403646,1430628.94791667,991.650024414062,605.147351582845,22.6147576967875,18.8099994659424,13.039999961853,7.26000022888184,0.641421843941013,0.242358029043923,5.92363333702087,31.2604446411133,8.51432490348816,86
"400","401",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"80",0,"01",NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","CON","NAIP","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2010/07/01","00",NA,"65","00","N",NA,"1992","80_01_","01_80","75_100","1_25","34.7184821316667, -119.679212739611",1440.00046874,20649.9970396,0.916625,53.3488628138667,790.824746836787,1437.44190514606,1208863.30434783,913.828714121943,995.890860516092,24.2827978548796,20.1369567539381,13.6182607567829,7.09956521573274,-0.549625412439523,-0.214635282916867,5.58632766682169,35.5593933437182,8.98192525946576,86
"401","402",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"40",0,NA,0,"40",NA,NA,"15",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","CON","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2010/07/01","35",NA,NA,"35","15",NA,"1995","_40_","40_","75_100","75_100","34.6964557273873, -119.661148365194",713.58844494,17905.1110209,0.641184,182.05508658886,697.980090332031,1875.74377441406,1293164.31875,1165.43994140625,354.244804382324,23.1334956645966,17.6900005340576,12.1899995803833,6.69000005722046,0.391387267410755,0.163469022512436,5.03583483695984,26.0174718856812,8.09933547973633,86
"402","403",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"40",0,NA,0,"40",NA,NA,"15",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","CON","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2010/07/01","35",NA,NA,"35","15",NA,"1995","_40_","40_","75_100","25_75","34.6974740784537, -119.659814551352",1484.66322637,31154.5788041,0.32921,287.047555106027,696.624058314732,1871.86157575335,1510546.12857143,1165.43994140625,597.197447422573,15.1665924072266,17.6900005340576,12.1899995803833,6.69000005722046,-0.148750230457102,-0.0547869488064732,7.29660602297102,26.0184374128069,8.15799080984933,86
"403","404",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"40",0,NA,0,"40",NA,NA,"15",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","CON","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2010/07/01","35",NA,NA,"35","15",NA,"1995","_40_","40_","25_75","25_75","34.6996581170618, -119.661113582265",831.993078974,19118.2663272,0.547566,322.707116699219,709.93955078125,1815.50643310547,1397329.525,1165.43994140625,285.830938720703,17.5749294281006,17.6900005340576,12.1899995803833,6.69000005722046,0.0589063824154437,0.0212047144770622,6.08281743526459,26.9512088775635,8.34477744102478,86
"404","405",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"40",0,NA,0,"40",NA,NA,"15",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","CON","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2010/07/01","35",NA,NA,"35","15",NA,"1995","_40_","40_","75_100","75_100","34.7153172690722, -119.67437843926",1250.00344874,25668.0765957,0.00333832,67.5842176846096,786.896772112165,1500.92723737444,1137168.04017857,896.900024414062,555.1754624503,31.4978106362479,20.4500007629395,13.6599998474121,6.86999988555908,-0.644169396055596,-0.227674821591271,5.42661368846893,35.7538182394845,8.87380831582206,86
"405","406",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2007/09/02","00","00","45","00","N","N","3136","40_01_","01_40","1_25","1_25","34.6891570385143, -119.585638599533",729.999334853,7750.00853955,0.763917,40.9566888809204,747.820504324777,1826.93230329241,1040650.90178571,1091.21997070312,520.146187918527,34.0180356161935,19.5,13.6499996185303,7.80000019073486,0.308058968612126,0.070011450776032,3.9293178149632,31.0859358651297,8.67259039197649,74
"406","407",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2007/09/02","00","00","45","00","N","N","3136","40_01_","01_40","1_25","1_25","34.6927862350046, -119.588386098751",1031.64594402,23361.795802,0.382517,131.908248901367,779.441456386021,1859.37810843331,1242061.69196429,1051.22547694615,722.121016366141,31.4837224824088,18.3578570910863,12.4492857796805,6.54071451936449,1.3872084915638,0.523572886894856,3.86657922608512,30.3487939834595,8.68815343720572,74
"407","408",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2007/09/02","00","00","45","00","N","N","3136","40_01_","01_40","1_25","0","34.6952817349415, -119.625290512642",780.001137259,15449.9995062,0.656649,69.0510533650716,709.902645534939,1698.20368109809,1351306.04513889,987.736684163411,1122.93347676595,25.8757755491469,18.1966670354207,12.5066666603088,6.8066664536794,0.406259801445736,0.189754062642654,4.99231943819258,28.2054120169746,8.37703519397312,74
"408","409",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2007/09/02","00","00","45","00","N","N","3136","40_01_","01_40","25_75","1_25","34.6978914640416, -119.588090194996",660.000031383,8125.00777189,0.173492,65.540683110555,739.006388346354,1696.40855916341,1274265.19791667,1042.97503662109,1131.80276489258,30.3804844220479,18.9799995422363,13.184999704361,7.38749992847443,-0.605415657162666,-0.238574132323265,5.15773721536001,31.0473198890686,8.82088661193848,93
"409","410",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2007/09/02","00","00","45","00","N","N","3136","40_01_","01_40","25_75","1_25","34.6989380927997, -119.594324633046",880.000541852,12474.9931204,0.270352,89.3869863237653,730.381426130022,1802.88191441127,1457019.875,1038.0400390625,619.240927559989,26.5024907248361,18.8099994659424,13.0699996948242,7.32999992370605,1.07119315623173,0.412060579617641,4.40463410105024,30.1973785672869,8.46420935222081,93
"410","411",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2007/09/02","00","00","45","00","N","N","3136","40_01_","01_40","25_75","0","34.6995288362251, -119.581764602326",710.000433788,11949.9978906,0.258499,130.097632544381,767.243765694754,1555.82290213449,1469270.33035714,1057.78002929688,1352.60518101283,7.87994980812073,19.4899997711182,13.5299997329712,7.55999994277954,-0.313853430694767,-0.0962059366949169,7.02103424072266,32.8890740530831,9.20552144731794,93
"411","412",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2007/09/02","00","00","45","00","N","N","3136","40_01_","01_40","0","0","34.7154318787453, -119.625785285219",1800.00169539,43675.004017,0.429157,92.0191965897878,829.024470011393,1895.13843027751,1534259.83072917,819.859985351562,809.455944061279,19.5272258917491,18.2000007629395,12.289999961853,6.38000011444092,0.486025490312992,0.167622496092614,4.83764277398586,30.0676709413528,8.39106488227844,92.1250001589457
"412","413",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2007/09/02","00","00","55","00","N","N","3137","40_01_","01_40","25_75","0","34.6942590482835, -119.58628851151",939.999945151,8975.00279007,0.241087,69.4081315994263,749.208724975586,1795.30256652832,1343047.6875,1085.52969360352,997.547554016113,25.1089670658112,19.3374998569489,13.4791663885117,7.62083351612091,1.87003239989281,0.686199185438454,3.79476079344749,31.1725780963898,8.77906787395477,74
"413","414",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2007/09/02","00","00","55","00","N","N","3137","40_01_","01_40","25_75","1_25","34.7014152374581, -119.580842539311",679.999732528,9149.99531143,0.548104,82.9728353288439,785.41064453125,1534.54096137153,1437085.70833333,1057.78002929688,856.319566514757,13.9403674867418,19.4899997711182,13.5299997329712,7.55999994277954,-0.401225516055193,-0.161673273891211,6.43750005298191,33.4249140421549,9.07912868923611,93
"414","415",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2007/09/02","00","00","55","00","N","N","3137","40_01_","01_40","1_25","0","34.7022475654341, -119.5794149571",1069.99985094,25025.0100715,0.795417,42.1307507547839,788.56276097791,1519.22030744881,1215724.64439655,1043.75204783473,1283.57604349071,26.3804591606403,19.6628731694715,13.5444058385389,7.41954019151885,0.533366810273508,0.20082665430703,4.4484008427324,33.9364455650593,8.92706887475375,93
"415","416",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2007/09/02","00","00","55","00","N","N","3137","40_01_","01_40","25_75","1_25","34.705829562156, -119.590383254039",670.000032267,6975.00473044,0.519484,283.615383148193,762.105369567871,1626.91792297363,1206022.7734375,896.630004882812,741.252758026123,26.9537570476532,19.8600006103516,13.3199996948242,6.76999998092651,1.51736618578434,0.548029355704784,3.7600449025631,33.5927376747131,8.56130230426788,93
"416","417",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2007/09/02","00","00","55","00","N","N","3137","40_01_","01_40","25_75","1_25","34.7041266074928, -119.583266490422",2100.00180023,41350.0109169,0.197376,62.0719282069105,781.148219331782,1512.43804022606,1434943.74202128,936.4287875561,1129.86434871592,12.5119312874814,19.9185102746842,13.5976593748052,7.2668085301176,-0.548509236167562,-0.200447065557571,6.70907786551942,33.8159174817674,8.90441778872875,93
"417","418",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"01",NA,NA,"15",0,NA,"QC","01","01","00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","S","1997/08/28","05","05",NA,"15","15","02","3138","_01_","20_","1_25","1_25","34.6968677873663, -119.671962158238",1620.0002773,19899.9961406,0.774557,67.1679012298584,753.168325805664,1862.30489501953,1504868.13125,1207.93964233398,587.491619873047,14.2081284284592,17.6446659088135,12.2064998626709,6.767888879776,-0.264704718627036,-0.0933077493682504,7.2914351940155,27.4610154151916,8.49115648269653,86
"418","419",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"01",NA,NA,"15",0,NA,"QC","01","01","00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","S","1997/08/28","05","05",NA,"15","15","02","3138","_01_","20_","25_75","1_25","34.7016440264523, -119.667850899854",620.001029675,10200.0064683,0.982125,146.356831550598,763.559712727865,1748.2819925944,1416189.0625,1191.47998046875,790.144317626953,20.8325605392456,18.0400009155273,12.3299999237061,6.6100001335144,-0.619644719641656,-0.215671536202232,6.62597433725993,29.6731142997742,8.5289851029714,86
"419","420",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"80",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2007/09/02","00","00","75","00","N","N","3139","80_01_","01_80","25_75","25_75","34.6949136635908, -119.586958016027",890.00074262,18075.0054687,0.424392,313.883006141299,743.535252162388,1734.02827380952,999340.875,1082.83267066592,501.025083996001,34.4953804016113,19.3504760378883,13.4823806399391,7.61333347502209,0.0139676882397561,0.000557226949327049,4.70909343447004,31.1788358234224,8.81066880907331,74
"420","421",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"80",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2007/09/02","00","00","75","00","N","N","3139","80_01_","01_80","75_100","1_25","34.7042188010574, -119.591770833122",480.000323309,8700.0070721,0.285263,167.417464169589,746.694052956321,1676.72160200639,1106296.86363636,960.907287597656,397.193030617454,30.0350105979226,19.3827273628928,13.2063634178855,7.02454536611384,-0.046050102873282,-0.0299919982525435,4.66198550571095,32.7354902787642,8.50271077589555,93
"421","422",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"01",NA,NA,"07",0,NA,"QC","01","01","00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","3","S","2007/09/02","05","05",NA,"15","07","02","3141","_01_","20_","25_75","25_75","34.6898049561324, -119.587850003931",959.99894723,18774.9969685,0.267993,66.5422417776925,780.939165387835,1859.31723167783,1146144.99404762,1064.34020414807,446.858745029994,40.5108951386951,18.7323810032436,12.8430158070156,6.95365101950509,-0.176015702918881,-0.0780943214361157,4.39742232504345,30.4119400751023,8.65758228302002,74
"422","423",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"01",NA,NA,"07",0,NA,"QC","01","01","00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","3","S","2007/09/02","05","05",NA,"15","07","02","3141","_01_","20_","1_25","1_25","34.6981934197871, -119.59732580247",1560.00277465,35125.0079051,0.853227,123.712855803661,776.566759940905,1911.10372846554,1325764.23076923,1006.07693559696,317.382001632299,33.7534120021722,18.3570080781594,12.5082903641921,6.65957279694386,1.02613974133363,0.360403031206284,3.91384525176806,29.9559476314447,8.479079637772,93
"423","424",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"01",NA,NA,"15",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","S","2010/07/01","05","05",NA,"15","15","07","3143","_01_","20_","25_75","25_75","34.6943515526019, -119.633498886074",467.188860462,8079.1819842,0.345333,103.499099731445,720.711757114955,1921.66523088728,1552314.58928571,1068.53002929688,677.569305419922,18.3148456301008,17.5499992370605,12.0900001525879,6.63000011444092,-0.806504992502076,-0.316175678412297,6.00913218089512,25.8993053436279,8.2460389818464,74
"424","425",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"01",NA,NA,"15",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","S","2010/07/01","05","05",NA,"15","15","07","3143","_01_","20_","25_75","25_75","34.7064089993503, -119.783420473615",1480.81829311,42016.6764258,0.359929,105.879602797488,752.227071559176,1749.22012913481,1539509.44148936,1183.30004882812,431.172324647295,15.2313873666398,17.6100006103516,12.710000038147,7.80999994277954,-0.165626895554522,-0.0665717537693204,5.75898488531721,24.5907007988463,8.72141117745258,84
"425","426",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"01",NA,NA,"15",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","S","2010/07/01","05","05",NA,"15","15","07","3143","_01_","20_","75_100","75_100","34.7103027256667, -119.786649876796",309.999814759,4050.00250484,0.176364,33.8759481906891,739.333938598633,1799.54309082031,1462559.15625,1183.30004882812,167.877019882202,12.4958107471466,17.6100006103516,12.710000038147,7.80999994277954,0.357628721743822,0.130421956069767,4.98562109470367,24.4114627838135,8.75007891654968,84
"426","427",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"01",NA,NA,"15",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","S","2010/07/01","05","05",NA,"15","15","07","3143","_01_","20_","25_75","25_75","34.7164468929081, -119.807354719786",610.000129027,11125.0022245,0.122685,308.712702433268,672.016693115234,1906.67340087891,1178889.546875,1260.13000488281,162.186239560445,27.1895030339559,16.75,12.1199998855591,7.48000001907349,-0.163821751872698,-0.0664332310358683,5.22399365901947,21.8802719116211,8.36881971359253,84
